cos2_sigma0,emp_ratio_d2
0.41278132843219545,0.40414815720765673
0.08747697224800252,0.18471619089594463
0.35596232227158253,0.39303285775188707
0.22129282715449006,0.2979016629471782
0.0033622476412328516,0.04677259838635242
0.008113885566337992,0.0014498700460792572
0.21415099446865318,0.2314737359291078
0.27120064366110685,0.286150594025894
0.038098761855943464,0.031150049954631297
0.023725805194814487,0.007505250159288467
0.04216560608527149,0.0038276169080869926
0.12420154217820509,0.17342397729706563
0.40392122754256427,0.3355633053870454
0.20801736551597466,0.10375145208870763
0.00023311069832347006,0.0017177034416691623
0.0006065335773390367,0.005590270787234761
0.19734732142986433,0.09115986852578715
0.02342078210560534,0.014672421167558345
0.016038290911018306,0.02639329623365531
0.026783364071119135,0.07269436511370105
0.20735058948587545,0.18017215696502809
0.21232749051802577,0.09138702318424312
0.2806219087286059,0.31263064396389645
0.22953355635422076,0.16522099533117085
0.030762821607066563,0.09758593829190121
0.18393845789119923,0.19538950983824346
0.004001206572887314,0.08352285844875362
0.023368248137969016,0.008213623104128672
0.5619893259984401,0.39092948273392486
0.10198224202559364,0.04911829042307581
0.30942478936945156,0.1736472505584686
0.008620304770694377,1.732469874114676e-05
0.05181317877540821,0.03568777594435302
0.26437145701527315,0.2072766020545672
0.29056510182073897,0.22293361709445286
0.1320057219091859,0.0540705935090905
0.10313047331004518,0.21531895926889338
0.1382413501645164,0.18293681171059165
0.07604855404143988,0.06765139708616925
0.060898581270631504,0.10723658265139294
0.00045717846330707264,0.003315430857393719
0.10217388588865786,0.05986343079930898
0.225033246807712,0.22699148058996463
0.28814119527277515,0.2743368470249175
0.3013044568324631,0.1910654838119198
0.19162810004379924,0.12840778874629252
0.11769124286864782,0.12418193707644636
0.07024431941331082,0.09021950234719676
0.045629479721932154,0.07834521855093039
0.1827892551207902,0.3294136779296154
0.07414043190452575,0.1267130356862309
0.13110039972688167,0.07258373430874401
0.16375854092849287,0.20202159749583642
0.06925752902204212,0.17474356895153978
0.19182508285462682,0.13521493492630887
0.23039830927079935,0.17266965068564652
0.1517718398669567,0.10064589407473779
0.05410285897520939,0.009178534457751446
0.2178481470322897,0.20176761274651625
0.02005951519835314,0.032005269871083694
0.13133289051154734,0.23526356032988857
0.06190348050877176,0.044982373801341555
0.14416437028642307,0.08630142914597813
0.07411447617783856,0.021510102158573234
0.005977310064787792,0.001756449524452084
0.3010980736516397,0.23373856201710413
0.3185810574119757,0.24930379571270195
0.01951114672095759,0.05314065925533246
0.033448103366569275,0.0910765181224743
0.005068428353423365,0.0008994384798372444
0.05075692379248418,0.12290581822092378
0.18438441530952218,0.113787624129365
0.3898577452408007,0.38097491031979835
0.12795409164977428,0.1707761981912734
0.06252359295280718,0.13832432578375342
0.4741298095753309,0.3781401972728402
0.026367671574994027,0.002955540568657118
0.4732150463310736,0.3067912384136615
0.1976883422646251,0.20963387269684663
0.2009428170224557,0.09323163848982342
0.11923335395138772,0.07155412640000454
0.002815276366825833,0.009001983225732972
0.008205997109453219,0.0066167778777980815
